,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
6554,9489,location 644,0,event_type 44,severity_type 1,feature 378,4,resource_type 2
6555,11235,location 530,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
6556,3028,location 488,0,event_type 34,severity_type 2,feature 232,23,resource_type 2
6557,1064,location 976,2,event_type 11,severity_type 1,feature 203,10,resource_type 8
6558,14287,location 870,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
6559,16990,location 894,2,event_type 44,severity_type 1,feature 368,41,resource_type 2
6560,8229,location 891,0,event_type 11,severity_type 1,feature 195,10,resource_type 8
6561,6782,location 296,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
6562,714,location 9,0,event_type 15,severity_type 1,feature 193,3,resource_type 8
6563,7292,location 653,0,event_type 11,severity_type 1,feature 82,12,resource_type 8
6564,9098,location 709,0,event_type 11,severity_type 2,feature 73,2,resource_type 8
6565,1887,location 326,1,event_type 35,severity_type 2,feature 228,2,resource_type 2
6566,5844,location 763,0,event_type 15,severity_type 2,feature 82,48,resource_type 8
6567,4930,location 91,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
6568,8333,location 798,2,event_type 15,severity_type 2,feature 82,14,resource_type 8
6569,5711,location 808,0,event_type 11,severity_type 1,feature 168,7,resource_type 8
6570,11654,location 607,1,event_type 14,severity_type 2,feature 46,2,resource_type 4
6571,10138,location 485,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
6572,17411,location 557,0,event_type 54,severity_type 1,feature 359,2,resource_type 2
6573,17193,location 1048,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
6574,2382,location 856,1,event_type 13,severity_type 1,feature 179,1,resource_type 6
6575,12202,location 810,1,event_type 15,severity_type 2,feature 82,34,resource_type 8
6576,1829,location 240,0,event_type 35,severity_type 4,feature 307,2,resource_type 2
6577,8196,location 373,0,event_type 35,severity_type 2,feature 232,70,resource_type 2
6578,12108,location 1086,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
6579,6731,location 494,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
6580,5957,location 135,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
6581,18147,location 809,0,event_type 15,severity_type 1,feature 71,4,resource_type 8
6582,4542,location 242,0,event_type 34,severity_type 2,feature 309,33,resource_type 2
6583,2208,location 1086,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
6584,7495,location 118,0,event_type 34,severity_type 2,feature 312,20,resource_type 2
6585,1077,location 318,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
6586,3003,location 943,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
6587,139,location 474,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
6588,5733,location 798,0,event_type 15,severity_type 2,feature 82,32,resource_type 8
6589,7412,location 480,0,event_type 34,severity_type 2,feature 310,35,resource_type 2
6590,13755,location 834,0,event_type 15,severity_type 2,feature 82,10,resource_type 8
6591,17071,location 1014,0,event_type 23,severity_type 4,feature 306,1,resource_type 7
6592,15410,location 816,0,event_type 22,severity_type 1,feature 219,2,resource_type 2
6593,8531,location 508,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6594,12010,location 405,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
6595,17569,location 793,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
6596,5835,location 938,1,event_type 11,severity_type 1,feature 193,2,resource_type 8
6597,1603,location 737,0,event_type 11,severity_type 2,feature 195,2,resource_type 8
6598,3894,location 1052,0,event_type 54,severity_type 1,feature 82,11,resource_type 2
6599,15176,location 1100,2,event_type 11,severity_type 1,feature 82,39,resource_type 8
6600,7561,location 33,0,event_type 10,severity_type 4,feature 39,5,resource_type 3
6601,13273,location 1010,1,event_type 11,severity_type 2,feature 195,2,resource_type 8
6602,7155,location 989,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
6603,14336,location 1106,1,event_type 11,severity_type 2,feature 68,1,resource_type 8
6604,1225,location 1033,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
6605,6798,location 638,2,event_type 44,severity_type 1,feature 283,4,resource_type 2
6606,13838,location 1007,0,event_type 11,severity_type 1,feature 80,6,resource_type 8
6607,16301,location 380,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6608,10522,location 378,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
6609,9350,location 1111,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
6610,14288,location 125,0,event_type 35,severity_type 2,feature 235,3,resource_type 2
6611,8496,location 460,1,event_type 35,severity_type 2,feature 312,6,resource_type 2
6612,7976,location 144,1,event_type 35,severity_type 2,feature 221,1,resource_type 2
6613,6691,location 644,1,event_type 44,severity_type 1,feature 283,1,resource_type 2
6614,13046,location 845,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
6615,17991,location 430,0,event_type 35,severity_type 2,feature 232,5,resource_type 2
6616,8063,location 944,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
6617,14890,location 760,0,event_type 11,severity_type 1,feature 54,6,resource_type 8
6618,7432,location 1061,2,event_type 15,severity_type 1,feature 203,15,resource_type 8
6619,2348,location 615,0,event_type 11,severity_type 2,feature 55,2,resource_type 8
6620,4736,location 244,0,event_type 35,severity_type 2,feature 312,25,resource_type 2
6621,5098,location 902,0,event_type 23,severity_type 2,feature 306,2,resource_type 8
6622,4357,location 891,0,event_type 11,severity_type 1,feature 195,5,resource_type 8
6623,1367,location 808,0,event_type 11,severity_type 1,feature 71,6,resource_type 8
6624,9480,location 989,2,event_type 11,severity_type 1,feature 68,19,resource_type 8
6625,16087,location 141,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
6626,14487,location 763,0,event_type 11,severity_type 1,feature 193,19,resource_type 8
6627,2488,location 133,0,event_type 34,severity_type 2,feature 313,2,resource_type 2
6628,2233,location 839,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
6629,5418,location 538,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
6630,5950,location 984,1,event_type 13,severity_type 1,feature 273,1,resource_type 6
6631,11295,location 643,1,event_type 50,severity_type 1,feature 289,1,resource_type 2
6632,853,location 159,0,event_type 35,severity_type 2,feature 312,16,resource_type 2
6633,17202,location 1054,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
6634,13421,location 413,0,event_type 11,severity_type 1,feature 160,1,resource_type 8
6635,2250,location 1,0,event_type 15,severity_type 1,feature 193,3,resource_type 8
6636,555,location 834,0,event_type 15,severity_type 2,feature 203,11,resource_type 8
6637,15294,location 600,0,event_type 15,severity_type 1,feature 82,20,resource_type 8
6638,9632,location 1112,2,event_type 11,severity_type 1,feature 170,18,resource_type 8
6639,2224,location 1099,1,event_type 11,severity_type 1,feature 171,12,resource_type 8
6640,9909,location 389,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6641,9730,location 1100,1,event_type 11,severity_type 1,feature 82,50,resource_type 8
6642,9617,location 91,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
6643,16268,location 837,1,event_type 23,severity_type 1,feature 345,1,resource_type 2
6644,12532,location 915,2,event_type 11,severity_type 1,feature 207,1,resource_type 8
6645,3832,location 519,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
6646,1971,location 79,1,event_type 54,severity_type 1,feature 127,2,resource_type 3
6647,7978,location 1025,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
6648,15634,location 471,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
6649,360,location 834,2,event_type 15,severity_type 2,feature 203,6,resource_type 8
6650,4965,location 476,0,event_type 34,severity_type 2,feature 314,33,resource_type 2
6651,5823,location 460,1,event_type 34,severity_type 2,feature 229,1,resource_type 2
6652,6720,location 878,0,event_type 11,severity_type 1,feature 73,4,resource_type 8
6653,11430,location 135,0,event_type 20,severity_type 1,feature 312,12,resource_type 2
6654,15572,location 691,1,event_type 22,severity_type 2,feature 114,1,resource_type 7
6655,5933,location 878,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
6656,16579,location 535,0,event_type 10,severity_type 5,feature 153,4,resource_type 3
6657,6723,location 500,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
6658,9797,location 891,0,event_type 11,severity_type 1,feature 73,39,resource_type 8
6659,17372,location 127,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
6660,8052,location 704,2,event_type 11,severity_type 1,feature 82,33,resource_type 8
6661,2983,location 676,1,event_type 11,severity_type 1,feature 55,4,resource_type 8
6662,3973,location 470,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6663,15719,location 126,0,event_type 34,severity_type 2,feature 313,18,resource_type 2
6664,11065,location 810,1,event_type 11,severity_type 1,feature 172,4,resource_type 8
6665,2166,location 707,0,event_type 15,severity_type 2,feature 71,4,resource_type 8
6666,5049,location 846,0,event_type 15,severity_type 2,feature 203,1,resource_type 8
6667,14381,location 652,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
6668,12230,location 166,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6669,18230,location 931,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
6670,13836,location 107,1,event_type 35,severity_type 2,feature 301,1,resource_type 2
6671,11474,location 533,0,event_type 21,severity_type 1,feature 55,5,resource_type 8
6672,17135,location 1044,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
6673,5184,location 1018,1,event_type 11,severity_type 1,feature 137,1,resource_type 8
6674,17301,location 895,1,event_type 42,severity_type 1,feature 376,4,resource_type 2
6675,10590,location 475,0,event_type 35,severity_type 2,feature 314,12,resource_type 2
6676,14040,location 135,0,event_type 35,severity_type 2,feature 232,21,resource_type 2
6677,5527,location 742,0,event_type 54,severity_type 2,feature 80,2,resource_type 8
6678,69,location 875,1,event_type 11,severity_type 1,feature 82,2,resource_type 8
6679,1284,location 600,0,event_type 15,severity_type 2,feature 203,5,resource_type 8
6680,15406,location 157,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
6681,14294,location 133,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
6682,15367,location 962,1,event_type 15,severity_type 2,feature 203,10,resource_type 8
6683,504,location 798,0,event_type 15,severity_type 1,feature 82,11,resource_type 8
6684,13828,location 812,0,event_type 11,severity_type 1,feature 18,1,resource_type 8
6685,5307,location 520,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
6686,16911,location 882,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
6687,14064,location 380,0,event_type 20,severity_type 1,feature 312,8,resource_type 2
6688,6551,location 810,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
6689,17519,location 662,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
6690,18021,location 878,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
6691,12418,location 864,1,event_type 24,severity_type 1,feature 318,2,resource_type 2
6692,10663,location 89,0,event_type 34,severity_type 2,feature 233,21,resource_type 2
6693,7027,location 963,0,event_type 11,severity_type 1,feature 73,35,resource_type 8
6694,3896,location 1095,0,event_type 11,severity_type 1,feature 273,1,resource_type 6
6695,14304,location 495,0,event_type 35,severity_type 2,feature 314,5,resource_type 2
6696,1485,location 702,0,event_type 11,severity_type 1,feature 54,2,resource_type 8
6697,3018,location 891,0,event_type 11,severity_type 1,feature 195,11,resource_type 8
6698,8413,location 493,0,event_type 34,severity_type 2,feature 314,11,resource_type 2
6699,15975,location 311,1,event_type 34,severity_type 2,feature 232,2,resource_type 2
6700,1416,location 325,0,event_type 35,severity_type 4,feature 308,1,resource_type 2
6701,9114,location 829,0,event_type 11,severity_type 1,feature 161,1,resource_type 8
6702,3272,location 406,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
6703,12988,location 1024,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
6704,12017,location 995,0,event_type 15,severity_type 2,feature 71,8,resource_type 8
6705,1349,location 1007,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
6706,18442,location 902,1,event_type 23,severity_type 4,feature 306,1,resource_type 7
6707,15548,location 765,0,event_type 11,severity_type 1,feature 187,2,resource_type 8
6708,8658,location 459,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
6709,9404,location 627,1,event_type 23,severity_type 4,feature 224,2,resource_type 7
6710,18122,location 384,0,event_type 35,severity_type 2,feature 312,9,resource_type 2
6711,3996,location 405,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
6712,9463,location 118,0,event_type 34,severity_type 2,feature 232,13,resource_type 2
6713,5696,location 657,0,event_type 23,severity_type 4,feature 306,1,resource_type 7
6714,9236,location 845,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
6715,9366,location 976,1,event_type 11,severity_type 1,feature 193,1,resource_type 8
6716,10826,location 735,0,event_type 11,severity_type 1,feature 55,6,resource_type 8
6717,15014,location 457,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6718,5671,location 831,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6719,11396,location 218,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
6720,17561,location 477,0,event_type 34,severity_type 2,feature 309,32,resource_type 2
6721,9313,location 100,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
6722,14155,location 149,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
6723,14700,location 962,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
6724,10876,location 344,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
6725,6699,location 639,0,event_type 47,severity_type 1,feature 285,9,resource_type 2
6726,5502,location 479,0,event_type 35,severity_type 2,feature 234,41,resource_type 2
6727,13573,location 925,0,event_type 11,severity_type 1,feature 207,1,resource_type 8
6728,13685,location 892,1,event_type 43,severity_type 1,feature 376,4,resource_type 2
6729,8599,location 1026,1,event_type 11,severity_type 1,feature 68,5,resource_type 6
6730,8475,location 238,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
6731,6019,location 21,1,event_type 11,severity_type 1,feature 55,3,resource_type 2
6732,17293,location 95,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
6733,17774,location 894,0,event_type 44,severity_type 1,feature 291,5,resource_type 2
6734,17473,location 477,0,event_type 34,severity_type 2,feature 309,3,resource_type 2
6735,4454,location 734,1,event_type 11,severity_type 1,feature 71,10,resource_type 8
6736,8844,location 373,0,event_type 35,severity_type 2,feature 312,66,resource_type 2
6737,7682,location 923,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
6738,6604,location 877,1,event_type 54,severity_type 4,feature 360,1,resource_type 2
6739,15103,location 206,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
6740,1079,location 135,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
6741,10261,location 979,0,event_type 6,severity_type 2,feature 68,1,resource_type 8
6742,5159,location 268,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
6743,17666,location 494,0,event_type 34,severity_type 2,feature 229,5,resource_type 2
6744,1967,location 203,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
6745,13378,location 1107,2,event_type 15,severity_type 1,feature 193,5,resource_type 8
6746,13571,location 794,0,event_type 11,severity_type 1,feature 47,1,resource_type 4
6747,5806,location 1063,0,event_type 11,severity_type 1,feature 73,12,resource_type 8
6748,4248,location 53,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
6749,15658,location 478,0,event_type 35,severity_type 2,feature 314,20,resource_type 2
6750,10745,location 469,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
6751,4959,location 607,0,event_type 11,severity_type 1,feature 145,13,resource_type 8
6752,13346,location 102,1,event_type 35,severity_type 2,feature 233,2,resource_type 2
6753,8767,location 508,0,event_type 35,severity_type 2,feature 312,23,resource_type 2
6754,16171,location 830,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
6755,9271,location 1066,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
6756,14039,location 839,0,event_type 11,severity_type 1,feature 170,2,resource_type 8
6757,8397,location 475,0,event_type 34,severity_type 2,feature 234,3,resource_type 2
6758,14127,location 821,1,event_type 54,severity_type 1,feature 82,6,resource_type 8
6759,3081,location 724,1,event_type 11,severity_type 1,feature 170,5,resource_type 8
6760,6638,location 1019,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
6761,2566,location 793,0,event_type 11,severity_type 1,feature 195,4,resource_type 8
6762,7305,location 734,2,event_type 11,severity_type 1,feature 203,16,resource_type 8
6763,6776,location 652,1,event_type 15,severity_type 1,feature 80,2,resource_type 8
6764,10302,location 282,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
6765,14130,location 532,1,event_type 29,severity_type 1,feature 132,2,resource_type 3
6766,16779,location 744,1,event_type 13,severity_type 1,feature 345,1,resource_type 6
6767,11180,location 181,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
6768,6153,location 734,2,event_type 54,severity_type 1,feature 82,8,resource_type 2
6769,17795,location 187,1,event_type 11,severity_type 1,feature 211,15,resource_type 8
6770,1979,location 244,0,event_type 35,severity_type 2,feature 312,32,resource_type 2
6771,1908,location 653,0,event_type 11,severity_type 1,feature 201,15,resource_type 8
6772,10296,location 680,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
6773,9330,location 810,2,event_type 11,severity_type 1,feature 203,8,resource_type 8
6774,8281,location 793,0,event_type 11,severity_type 1,feature 73,73,resource_type 8
6775,11510,location 957,1,event_type 11,severity_type 1,feature 81,4,resource_type 8
6776,18180,location 892,1,event_type 44,severity_type 1,feature 291,5,resource_type 2
6777,1111,location 915,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
6778,13865,location 989,0,event_type 11,severity_type 2,feature 87,1,resource_type 8
6779,1915,location 794,0,event_type 23,severity_type 1,feature 163,2,resource_type 4
6780,12170,location 894,1,event_type 11,severity_type 1,feature 166,1,resource_type 8
6781,8672,location 494,0,event_type 35,severity_type 2,feature 233,6,resource_type 2
6782,15276,location 2,1,event_type 11,severity_type 1,feature 273,2,resource_type 6
6783,12357,location 476,0,event_type 35,severity_type 2,feature 309,19,resource_type 2
6784,10584,location 849,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
6785,9625,location 490,0,event_type 35,severity_type 2,feature 234,7,resource_type 2
6786,5370,location 1015,1,event_type 11,severity_type 1,feature 54,5,resource_type 8
6787,15737,location 388,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
6788,10748,location 853,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
6789,13556,location 95,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
6790,14962,location 499,0,event_type 34,severity_type 2,feature 312,54,resource_type 2
6791,8022,location 826,1,event_type 11,severity_type 2,feature 170,1,resource_type 4
6792,1909,location 846,2,event_type 15,severity_type 1,feature 82,8,resource_type 8
6793,11269,location 130,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
6794,14931,location 962,1,event_type 15,severity_type 2,feature 82,8,resource_type 8
6795,2753,location 489,0,event_type 34,severity_type 2,feature 233,5,resource_type 2
6796,11038,location 102,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
6797,10664,location 821,2,event_type 11,severity_type 1,feature 80,1,resource_type 8
6798,17165,location 734,2,event_type 54,severity_type 1,feature 71,4,resource_type 2
6799,424,location 476,0,event_type 35,severity_type 2,feature 229,3,resource_type 2
6800,3055,location 803,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
6801,10800,location 892,1,event_type 42,severity_type 1,feature 290,22,resource_type 2
6802,14529,location 242,0,event_type 35,severity_type 2,feature 314,42,resource_type 2
6803,3267,location 1107,1,event_type 11,severity_type 1,feature 82,16,resource_type 8
6804,18525,location 810,2,event_type 54,severity_type 1,feature 203,18,resource_type 8
6805,5920,location 400,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
6806,6533,location 1056,1,event_type 11,severity_type 1,feature 273,1,resource_type 6
6807,4974,location 12,0,event_type 54,severity_type 1,feature 360,1,resource_type 2
6808,15522,location 1048,1,event_type 11,severity_type 1,feature 103,129,resource_type 8
6809,752,location 821,1,event_type 54,severity_type 1,feature 203,4,resource_type 2
6810,55,location 471,0,event_type 35,severity_type 2,feature 314,23,resource_type 2
6811,6262,location 1052,1,event_type 11,severity_type 1,feature 80,2,resource_type 2
6812,13204,location 895,2,event_type 43,severity_type 1,feature 283,8,resource_type 2
6813,3297,location 280,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
6814,15144,location 821,2,event_type 11,severity_type 1,feature 193,70,resource_type 8
6815,3971,location 1094,2,event_type 15,severity_type 1,feature 198,3,resource_type 8
6816,12463,location 9,0,event_type 15,severity_type 1,feature 193,1,resource_type 2
6817,14629,location 468,0,event_type 34,severity_type 2,feature 312,12,resource_type 2
6818,4792,location 664,0,event_type 11,severity_type 1,feature 171,1,resource_type 8
6819,13620,location 942,1,event_type 13,severity_type 1,feature 68,10,resource_type 8
6820,11990,location 87,2,event_type 11,severity_type 1,feature 55,1,resource_type 8
6821,11563,location 471,0,event_type 35,severity_type 2,feature 231,3,resource_type 2
6822,5181,location 700,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
6823,4061,location 1052,1,event_type 15,severity_type 1,feature 82,13,resource_type 2
6824,4051,location 653,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
6825,2334,location 476,0,event_type 35,severity_type 2,feature 309,59,resource_type 2
6826,7906,location 122,0,event_type 35,severity_type 2,feature 313,9,resource_type 2
6827,5261,location 485,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
6828,6973,location 939,0,event_type 11,severity_type 1,feature 71,3,resource_type 8
6829,3407,location 1109,0,event_type 13,severity_type 1,feature 345,2,resource_type 6
6830,15105,location 691,1,event_type 23,severity_type 2,feature 75,6,resource_type 7
6831,11174,location 821,0,event_type 5,severity_type 1,feature 141,1,resource_type 8
6832,10461,location 702,1,event_type 11,severity_type 1,feature 209,2,resource_type 8
6833,9110,location 467,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
6834,15838,location 445,0,event_type 34,severity_type 2,feature 232,11,resource_type 2
6835,2628,location 498,0,event_type 35,severity_type 2,feature 234,19,resource_type 2
6836,2461,location 496,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6837,8027,location 169,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
6838,5750,location 653,1,event_type 15,severity_type 2,feature 193,3,resource_type 8
6839,5974,location 189,0,event_type 21,severity_type 1,feature 220,1,resource_type 2
6840,13691,location 845,2,event_type 15,severity_type 2,feature 203,6,resource_type 8
6841,4952,location 505,0,event_type 34,severity_type 2,feature 232,50,resource_type 2
6842,8337,location 825,1,event_type 15,severity_type 2,feature 80,3,resource_type 8
6843,240,location 892,1,event_type 42,severity_type 2,feature 375,2,resource_type 2
6844,5701,location 1075,2,event_type 15,severity_type 1,feature 172,1,resource_type 8
6845,2471,location 989,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
6846,13932,location 734,0,event_type 15,severity_type 1,feature 71,4,resource_type 2
6847,13092,location 836,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
6848,634,location 808,0,event_type 11,severity_type 1,feature 71,13,resource_type 8
6849,9016,location 1008,0,event_type 15,severity_type 2,feature 203,18,resource_type 8
6850,12598,location 159,0,event_type 34,severity_type 2,feature 301,1,resource_type 2
6851,2253,location 478,0,event_type 35,severity_type 2,feature 234,16,resource_type 2
6852,16572,location 613,0,event_type 15,severity_type 1,feature 71,2,resource_type 8
6853,3600,location 521,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
6854,17593,location 470,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6855,12699,location 91,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
6856,5762,location 292,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
6857,9143,location 345,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6858,6456,location 707,0,event_type 15,severity_type 2,feature 193,2,resource_type 8
6859,6616,location 909,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
6860,17626,location 181,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
6861,13455,location 155,1,event_type 35,severity_type 2,feature 301,1,resource_type 2
6862,17277,location 989,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
6863,8277,location 1008,0,event_type 15,severity_type 2,feature 82,22,resource_type 8
6864,17246,location 465,0,event_type 34,severity_type 1,feature 160,2,resource_type 8
6865,2077,location 518,0,event_type 35,severity_type 2,feature 315,11,resource_type 2
6866,16014,location 242,0,event_type 35,severity_type 2,feature 314,37,resource_type 2
6867,8770,location 1107,2,event_type 11,severity_type 1,feature 193,3,resource_type 8
6868,6872,location 1097,0,event_type 11,severity_type 1,feature 170,5,resource_type 8
6869,15181,location 73,2,event_type 20,severity_type 1,feature 35,1,resource_type 9
6870,9783,location 443,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
6871,3911,location 471,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
6872,16909,location 609,0,event_type 23,severity_type 2,feature 75,2,resource_type 7
6873,8521,location 472,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
6874,10330,location 1097,1,event_type 11,severity_type 1,feature 54,3,resource_type 8
6875,17542,location 878,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
6876,1792,location 255,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
6877,11807,location 756,0,event_type 11,severity_type 1,feature 87,1,resource_type 8
6878,12806,location 962,2,event_type 11,severity_type 1,feature 203,12,resource_type 8
6879,18141,location 734,0,event_type 11,severity_type 1,feature 82,2,resource_type 8
6880,4019,location 684,2,event_type 15,severity_type 2,feature 203,4,resource_type 8
6881,7915,location 244,0,event_type 35,severity_type 2,feature 312,29,resource_type 2
6882,3944,location 793,0,event_type 11,severity_type 1,feature 73,56,resource_type 8
6883,1546,location 936,0,event_type 23,severity_type 1,feature 306,2,resource_type 7
6884,3698,location 1091,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
6885,7264,location 779,2,event_type 15,severity_type 2,feature 82,26,resource_type 8
6886,15492,location 1107,1,event_type 15,severity_type 1,feature 193,2,resource_type 8
6887,7379,location 500,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6888,15056,location 293,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
6889,16430,location 1054,0,event_type 11,severity_type 1,feature 187,4,resource_type 8
6890,15225,location 755,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6891,16885,location 467,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
6892,8498,location 122,0,event_type 34,severity_type 2,feature 233,9,resource_type 2
6893,6560,location 810,1,event_type 11,severity_type 1,feature 203,6,resource_type 8
6894,3781,location 223,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
6895,11138,location 1100,2,event_type 15,severity_type 1,feature 203,24,resource_type 8
6896,9340,location 627,1,event_type 11,severity_type 2,feature 225,1,resource_type 7
6897,7383,location 1109,1,event_type 13,severity_type 1,feature 170,6,resource_type 8
6898,16198,location 963,0,event_type 11,severity_type 1,feature 195,14,resource_type 8
6899,13936,location 851,0,event_type 18,severity_type 1,feature 68,1,resource_type 10
6900,7476,location 1031,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
6901,7793,location 324,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
6902,5931,location 562,2,event_type 11,severity_type 1,feature 171,22,resource_type 8
6903,7039,location 2,0,event_type 11,severity_type 2,feature 179,1,resource_type 8
6904,3932,location 490,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
6905,12030,location 707,0,event_type 26,severity_type 1,feature 276,1,resource_type 8
6906,3462,location 653,1,event_type 15,severity_type 2,feature 82,11,resource_type 8
6907,10960,location 885,1,event_type 11,severity_type 1,feature 73,1,resource_type 8
6908,7883,location 989,1,event_type 11,severity_type 1,feature 87,1,resource_type 8
6909,9440,location 976,1,event_type 15,severity_type 1,feature 80,2,resource_type 8
6910,7610,location 653,1,event_type 11,severity_type 1,feature 80,3,resource_type 8
